date,quantity,temperature,humidity,visibility,wind_speed,condition
2011-3-14,0,7,86,8,13,1
2011-3-15,0,7,97,0,13,0.2
2011-3-16,0,7,92,2,14,0.2
2011-3-17,0,6,87,5,8,1
2011-3-18,3,6,82,9,6,0.6
2011-3-20,39,,,,,1
2011-3-21,0,12,70,10,5,1
2011-3-22,12,12,64,9,5,1
2011-3-23,29,10,76,10,5,1
2011-3-25,0,10,75,8,5,1
2011-3-28,0,8,64,10,5,1
2011-3-29,0,6,67,7,5,0.2
2011-3-30,34,10,83,8,13,0.6
2011-3-31,14,14,74,10,27,1
2011-4-1,3,13,75,10,24,1
2011-4-4,0,9,62,10,19,1
2011-4-5,4,10,84,10,24,0.6
2011-4-6,0,18,50,10,19,1
2011-4-7,13,16,63,10,13,1
2011-4-8,2,13,57,,6,1
2011-4-13,1,7,61,10,8,0.6
2011-4-14,4,10,66,10,8,1
2011-4-15,0,11,62,10,5,1
2011-4-18,19,11,71,4,6,1
2011-4-19,2,14,63,8,5,1
2011-4-21,0,13,71,6,5,1
2011-4-26,3,12,71,10,14,1
2011-4-27,9,11,58,10,16,1
2011-4-28,0,11,73,10,18,0.6
2011-5-1,15,13,64,,21,1
2011-5-3,0,8,57,10,19,1
2011-5-5,0,12,62,8,6,1
2011-5-6,13,14,54,,6,1
2011-5-9,2,16,59,10,11,1
2011-5-10,0,13,57,10,10,1
2011-5-11,39,12,68,10,6,1
2011-5-12,24,13,57,10,14,1
2011-5-16,1,16,62,10,18,0.6
2011-5-17,0,14,66,10,16,1
2011-5-18,18,16,76,10,16,1
2011-5-19,2,12,64,10,6,1
2011-5-20,2,14,56,10,10,1
2011-5-22,85,14,55,10,24,0.6
2011-5-24,0,13,48,10,19,1
2011-5-25,0,12,49,,8,1
2011-5-29,4,17,69,10,23,1
2011-6-1,0,13,55,10,6,1
2011-6-7,3,16,61,10,14,1
2011-6-8,0,13,65,10,19,0.6
2011-6-9,12,13,67,10,13,0.6
2011-6-12,13,11,77,9,14,0.6
2011-6-13,0,18,69,10,19,1
2011-6-14,0,15,64,10,8,1
2011-6-15,0,17,74,10,13,0.6
2011-6-16,1,14,76,10,16,0.6
2011-6-17,0,13,82,9,14,0.6
2011-6-19,0,14,64,10,23,0.6
2011-6-20,0,13,80,10,6,0.6
2011-6-21,5,18,70,10,21,1
2011-6-22,2,14,73,10,21,0.6
2011-6-23,12,14,65,10,18,0.6
2011-6-24,1,14,64,10,13,0.6
2011-6-28,0,20,82,9,8,1
2011-6-29,0,16,57,10,13,1
2011-6-30,0,15,57,10,10,1
2011-7-4,0,14,62,10,6,1
2011-7-5,1,17,66,9,6,0.6
2011-7-6,13,17,67,10,21,0.6
2011-7-7,47,17,67,10,21,0.6
2011-7-8,0,17,72,10,19,0.6
2011-7-10,0,17,68,10,10,1
2011-7-11,13,17,71,10,6,1
2011-7-12,5,17,75,9,14,0.6
2011-7-13,4,14,64,10,14,0.6
2011-7-17,0,16,77,10,19,0.6
2011-7-18,0,17,76,10,26,0.6
2011-7-19,9,16,70,10,11,0.6
2011-7-21,24,16,83,9,5,0.6
2011-7-22,2,16,67,10,10,0.6
2011-7-24,0,16,59,10,14,1
2011-7-25,0,16,67,10,6,1
2011-7-26,0,16,74,10,6,0.6
2011-7-27,7,17,74,10,11,1
2011-7-28,51,19,73,9,6,1
2011-7-29,2,14,79,8,5,0.2
2011-7-31,0,17,60,10,10,1
2011-8-2,0,21,55,10,5,1
2011-8-3,0,23,53,8,6,1
2011-8-4,0,18,87,8,14,0.6
2011-8-5,588,20,68,10,10,1
2011-8-8,0,17,56,10,23,0.6
2011-8-9,0,16,51,10,14,1
2011-8-10,0,18,56,,16,1
2011-8-11,2,18,78,10,24,1
2011-8-12,172,19,72,10,8,1
2011-8-17,12,18,59,10,10,0.6
2011-8-18,16,14,78,10,14,0.6
2011-8-19,0,16,58,10,11,1
2011-8-22,24,18,64,10,8,1
2011-8-23,0,16,92,6,10,0.6
2011-8-24,0,18,72,9,8,0.6
2011-8-25,3,18,68,10,13,1
2011-8-30,1,14,66,10,10,1
2011-8-31,12,14,68,10,3,1
2011-9-2,-114,20,68,7,8,1
2011-9-5,3,16,62,10,27,1
2011-9-6,0,17,81,10,32,0.6
2011-9-7,0,14,63,10,27,0.6
2011-9-8,0,17,71,10,19,1
2011-9-9,0,19,79,10,14,1
2011-9-11,0,18,64,10,24,1
2011-9-13,36,17,59,10,26,1
2011-9-15,25,13,66,10,5,1
2011-9-16,24,18,70,10,13,1
2011-9-18,40,13,73,10,8,0.6
2011-9-20,0,18,75,10,23,1
2011-9-21,0,16,74,9,11,0.6
2011-9-22,1,16,60,10,14,1
2011-9-23,25,14,67,10,10,1
2011-9-25,5,17,68,10,16,0.2
2011-9-26,7,20,73,10,14,1
2011-9-27,56,17,80,7,5,0.2
2011-9-28,42,17,79,6,5,0.2
2011-9-29,5,18,68,6,3,0.2
2011-9-30,35,18,62,7,5,0.2
2011-10-2,11,19,51,10,6,0.2
2011-10-3,0,21,51,8,16,1
2011-10-4,3,17,69,10,18,1
2011-10-5,16,19,68,10,27,1
2011-10-6,1,13,53,10,27,1
2011-10-7,15,12,70,10,19,0.6
2011-10-9,1,18,78,10,21,0.6
2011-10-10,0,18,66,10,34,1
2011-10-11,33,18,71,10,32,1
2011-10-12,0,17,70,10,16,1
2011-10-13,13,14,78,9,11,1
2011-10-14,11,11,59,10,10,1
2011-10-16,1,9,74,9,3,0.2
2011-10-17,0,12,68,10,18,1
2011-10-18,8,10,56,10,21,1
2011-10-19,3,9,62,10,16,0.6
2011-10-21,17,10,67,10,10,1
2011-10-23,0,14,69,10,18,1
2011-10-24,0,12,74,10,16,1
2011-10-25,3,13,73,10,8,0.6
2011-10-26,12,11,79,10,11,0.6
2011-10-28,7,12,83,8,5,1
2011-10-30,0,16,82,10,18,1
2011-10-31,0,13,80,10,13,1
2011-11-1,18,12,77,10,11,0.6
2011-11-2,2,13,79,10,13,1
2011-11-3,4,17,82,10,14,0.6
2011-11-4,0,14,81,10,13,0.6
2011-11-6,17,10,79,10,18,1
2011-11-7,16,12,84,5,18,1
2011-11-8,2,10,85,5,5,1
2011-11-9,38,13,83,10,5,1
2011-11-10,3,11,92,5,6,0.2
2011-11-11,0,9,91,5,10,0.2
2011-11-13,158,11,88,5,8,0.2
2011-11-14,23,9,89,2,8,1
2011-11-15,66,8,82,6,8,0.2
2011-11-16,16,6,92,5,5,0.2
2011-11-17,68,12,86,8,8,1
2011-11-18,73,12,87,10,13,1
2011-11-20,114,7,97,5,2,0.2
2011-11-21,18,6,97,3,3,0.2
2011-11-22,2,11,98,3,2,1
2011-11-23,9,7,89,7,8,0.2
2011-11-24,65,11,87,10,14,1
2011-11-25,26,11,72,10,23,1
2011-11-27,42,10,72,10,23,0.6
2011-11-28,12,4,83,10,8,1
2011-11-29,21,11,82,10,29,0.6
2011-11-30,26,9,78,10,16,1
2011-12-1,6,9,85,10,10,0.6
2011-12-2,15,6,87,10,11,1
2011-12-4,33,7,82,10,18,0.6
2011-12-5,2,4,77,10,24,1
2011-12-6,28,4,80,10,19,0.6
2011-12-7,26,7,58,10,31,1
2011-12-8,25,10,85,10,31,0.6
2011-12-9,44,6,70,10,23,1
2011-12-9,33,6,70,10,23,1
